#	Measurement	Lap Split	Rest Time
1	7:52:18	52:17	07:42
2	8:48:11	48:11	11:48
3	9:51:29	51:29	08:30
4	10:50:00	50:00	09:59
5	11:50:25	50:25	09:34
6	12:50:46	50:46	09:13
7	13:49:29	49:29	10:30
8	14:50:27	50:26	09:33
9	15:50:25	50:25	09:34
10	16:50:55	50:55	09:04
11	17:51:19	51:19	08:40
12	18:42:42	42:42	17:17
13	19:43:16	43:16	16:43
14	20:42:44	42:44	17:15
15	21:44:07	44:07	15:52
16	22:43:38	43:38	16:21
17	23:45:05	45:05	14:54
18	24:44:11	44:11	15:48
19	25:44:26	44:26	15:33
20	26:43:47	43:47	16:12
21	27:44:07	44:07	15:52
22	28:44:53	44:53	15:06
23	29:44:31	44:31	15:28
24	30:43:53	43:53	16:06
25	31:53:57	53:57	06:02
26	32:53:21	53:21	06:38
27	33:51:39	51:39	08:20
28	34:53:48	53:48	06:11
29	35:50:13	50:13	09:46
30	36:51:40	51:40	08:19
31	37:52:18	52:18	07:41
32	38:51:38	51:38	08:21
33	39:52:22	52:22	07:37
34	40:53:54	53:54	06:05
35	41:53:45	53:45	06:14
36	42:46:37	46:37	13:22
37	43:44:21	44:21	15:38
38	44:44:04	44:04	15:55
39	45:44:39	44:39	15:20
40	46:43:05	43:05	16:54
41	47:44:47	44:47	15:12
42	48:42:31	42:31	17:28
43	49:43:21	43:21	16:38
44	50:44:34	44:34	15:25
45	51:45:49	45:49	14:10
46	52:43:00	43:00	16:59
47	53:44:21	44:21	15:38
48	54:44:03	44:03	15:56
49	55:55:28	55:28	04:31
50	56:55:11	55:11	04:48
51	57:56:17	56:17	03:42
52	58:53:55	53:55	06:04
53	59:53:43	53:42	06:17
54	60:53:08	53:08	06:51
55	61:55:34	55:34	04:25
56	62:53:43	53:43	06:16
57	63:54:41	54:41	05:18
58	64:54:31	54:31	05:28
59	65:56:11	56:11	03:48
60	66:50:40	50:40	09:19